City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Mogadishu,SO,2.0371,45.3438,79.0,80,10,9.4,light rain
446,Agropoli,IT,40.3469,14.9966,53.1,67,100,6.78,overcast clouds
447,Irricana,CA,51.3237,-113.6048,35.19,75,71,9.84,broken clouds
448,Phan Thiet,VN,10.9333,108.1,88.99,57,46,13.38,scattered clouds
449,Kimbe,PG,-5.5502,150.1429,82.02,85,100,6.73,moderate rain
450,Myitkyina,MM,25.3833,97.4,78.42,41,0,2.35,clear sky
451,Hovd,MN,48.0056,91.6419,33.33,39,61,0.67,broken clouds
452,Champua,IN,22.0833,85.6667,73.4,39,2,6.13,clear sky
453,Vila,PT,42.0304,-8.1588,44.71,94,100,3.04,overcast clouds
454,Okhotsk,RU,59.3833,143.3,10.56,74,80,10.76,broken clouds
455,Dongying,CN,37.4564,118.4856,52.77,31,100,7.65,overcast clouds
456,Powell,US,40.1578,-83.0752,35.28,87,100,4.61,overcast clouds
457,Alofi,NU,-19.0595,-169.9187,78.69,69,75,13.8,broken clouds
458,Boyolangu,ID,-8.1181,111.8935,84.31,75,89,5.5,overcast clouds
459,Vestmannaeyjar,IS,63.4427,-20.2734,48.65,84,100,35.03,light rain
460,Suzaka,JP,36.65,138.3167,59.11,60,70,3.0,broken clouds
461,Saint Anthony,US,45.0205,-93.218,25.2,69,0,5.75,clear sky
462,Deputatskiy,RU,69.3,139.9,-22.92,93,100,4.92,overcast clouds
463,Ilovlya,RU,49.3033,43.9796,40.57,64,97,22.19,overcast clouds
464,Mackay,AU,-21.15,149.2,89.69,63,78,13.73,broken clouds
465,Piney Green,US,34.716,-77.3202,49.91,67,0,11.5,clear sky
466,Obera,AR,-27.4871,-55.1199,63.91,99,80,2.35,moderate rain
467,Tura,IN,25.5198,90.2201,74.64,61,0,0.49,clear sky
468,Sembakung,ID,3.8167,117.25,82.65,79,99,1.61,moderate rain
469,Arlit,NE,18.7369,7.3853,67.08,25,4,6.11,clear sky
470,Qaqortoq,GL,60.7167,-46.0333,32.25,66,100,9.98,overcast clouds
471,Tanout,NE,14.9709,8.8879,66.99,26,2,10.92,clear sky
472,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.59,78,78,10.04,broken clouds
473,Bubaque,GW,11.2833,-15.8333,81.99,67,51,5.93,broken clouds
474,Palmer,US,42.1584,-72.3287,39.24,67,40,12.66,scattered clouds
475,Temerloh,MY,3.4483,102.4176,77.99,94,100,1.01,light rain
476,Naze,JP,28.3667,129.4833,68.09,70,18,16.51,few clouds
477,Kolondieba,ML,11.0882,-6.8926,73.22,77,10,3.49,clear sky
478,Muscle Shoals,US,34.7448,-87.6675,33.94,77,0,9.22,clear sky
479,Taybad,IR,34.74,60.7756,45.99,60,0,1.54,clear sky
480,Jeremie,HT,18.65,-74.1167,78.78,82,18,2.15,few clouds
481,Kralendijk,BQ,12.15,-68.2667,78.78,94,93,6.91,overcast clouds
482,Luderitz,NA,-26.6481,15.1594,60.51,64,0,10.49,clear sky
483,Las Varas,MX,21.1667,-105.1667,74.05,84,81,3.67,broken clouds
484,Bolu,TR,40.6667,31.5833,38.97,64,56,1.28,broken clouds
485,Akureyri,IS,65.6835,-18.0878,42.15,100,100,5.93,overcast clouds
486,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,78,75,9.22,broken clouds
487,Aryanah,TN,36.8601,10.1934,57.07,100,20,5.75,few clouds
488,Anadyr,RU,64.75,177.4833,12.7,85,0,13.42,clear sky
489,Ilebo,CD,-4.3167,20.5833,69.31,100,100,1.5,light rain
490,Denpasar,ID,-8.65,115.2167,87.46,74,75,6.91,broken clouds
491,Calvinia,ZA,-31.4707,19.776,56.44,52,5,6.69,clear sky
492,Pavlodar,KZ,52.3,76.95,33.6,75,100,17.9,overcast clouds
493,Padang,ID,-0.9492,100.3543,82.45,94,100,2.66,overcast clouds
494,Jinxiang,CN,27.4327,120.6062,63.84,83,100,7.29,overcast clouds
495,Luhyny,UA,51.082,28.4006,37.2,91,50,4.07,scattered clouds
496,Talcahuano,CL,-36.7167,-73.1167,55.08,94,20,2.3,light rain
497,Oum Hadjer,TD,13.2954,19.6966,73.49,24,30,8.21,scattered clouds
498,Caravelas,BR,-17.7125,-39.2481,75.42,88,100,8.63,overcast clouds
499,Tres Arroyos,AR,-38.3739,-60.2798,56.64,98,100,12.26,moderate rain
500,Korla,CN,41.7597,86.1469,40.1,43,0,1.88,clear sky
501,Pampa,US,35.5362,-100.9599,43.75,45,0,27.63,clear sky
502,Puerto Colombia,CO,10.9878,-74.9547,77.09,80,100,7.7,overcast clouds
503,Mehamn,NO,71.0357,27.8492,33.71,93,0,8.05,clear sky
504,Portland,US,45.5234,-122.6762,44.58,87,0,8.99,mist
505,Nhulunbuy,AU,-12.2333,136.7667,90.21,55,40,12.66,scattered clouds
506,Aykhal,RU,66.0,111.5,-22.16,100,95,5.28,overcast clouds
507,Papetoai,PF,-17.4961,-149.8729,74.79,83,100,2.93,overcast clouds
508,Ternate,ID,0.8,127.4,84.94,72,76,4.88,broken clouds
509,Sao Filipe,CV,14.8961,-24.4956,75.58,74,88,7.81,overcast clouds
510,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.15,87,76,3.89,broken clouds
511,Svetlyy,RU,54.675,20.1347,48.25,90,100,7.09,overcast clouds
512,Leopold,AU,-38.1833,144.4667,62.06,85,100,20.71,overcast clouds
513,Fier,AL,40.7239,19.5561,57.74,68,90,5.35,overcast clouds
514,Jacareacanga,BR,-6.2222,-57.7528,79.83,65,75,2.17,broken clouds
515,Buin,CL,-33.7333,-70.75,62.11,57,0,0.85,clear sky
516,Kanker,IN,20.2719,81.4931,73.18,50,2,3.91,clear sky
517,Vao,NC,-22.6667,167.4833,74.21,80,27,17.31,scattered clouds
518,Shenkursk,RU,62.1091,42.896,28.26,88,39,9.89,scattered clouds
519,Kazachinskoye,RU,57.6953,93.2761,33.1,93,99,7.38,light snow
520,Pokhara,NP,28.2333,83.9833,67.33,53,2,4.25,clear sky
521,Kodinsk,RU,58.6881,99.1844,29.39,96,100,4.03,light snow
522,Yuzhno-Kurilsk,RU,44.0306,145.8556,40.57,64,100,28.99,overcast clouds
523,Saint George,US,37.1041,-113.5841,41.95,57,0,7.0,clear sky
524,El Alto,PE,-4.2714,-81.2147,60.98,85,44,14.14,scattered clouds
525,Maniitsoq,GL,65.4167,-52.9,29.5,78,56,27.04,broken clouds
526,Porto Walter,BR,-8.2686,-72.7439,75.96,77,52,3.04,broken clouds
527,Waipawa,NZ,-41.4122,175.5153,59.92,58,2,9.08,clear sky
528,Ballina,AU,-28.8667,153.5667,87.98,60,52,14.88,light rain
529,Sergeyevka,KZ,53.88,67.4158,35.08,98,100,14.52,light snow
530,Dayong,CN,25.0209,118.2898,81.14,54,80,3.29,broken clouds
531,Corning,US,42.1428,-77.0547,35.64,85,100,8.05,overcast clouds
532,Gurupi,BR,-11.7292,-49.0686,76.33,63,25,4.36,scattered clouds
533,Sweetwater,US,25.7634,-80.3731,78.01,86,75,3.44,broken clouds
534,Lahij,YE,13.1667,44.5833,70.99,72,0,3.4,clear sky
535,Iralaya,HN,15.0,-83.2333,80.6,81,74,12.46,light rain
536,Rafai,CF,4.95,23.9167,66.27,79,9,2.37,clear sky
537,Kutum,SD,14.2,24.6667,59.2,28,1,5.99,clear sky
538,Hualahuises,MX,24.8847,-99.6733,53.22,76,0,3.0,clear sky
539,Tezu,IN,27.9167,96.1667,76.91,35,0,3.33,clear sky
540,Tambo,PE,-14.8,-73.9167,33.69,52,41,3.53,scattered clouds
541,Nuevitas,CU,21.5453,-77.2644,75.87,89,1,5.97,clear sky
542,Moerai,PF,-22.4333,-151.3333,69.98,62,21,4.63,few clouds
543,Jamiltepec,MX,16.2833,-97.8167,70.54,93,13,1.95,few clouds
544,Ust-Donetskiy,RU,47.6419,40.8718,39.96,76,6,13.65,clear sky
545,Crixas,BR,-14.5489,-49.9692,74.79,64,6,0.56,clear sky
546,Crotone,IT,39.0851,17.1178,56.19,82,95,3.69,overcast clouds
547,Zunyi,CN,27.6867,106.9072,51.21,81,100,2.39,overcast clouds
548,Camacha,PT,33.0833,-16.3333,63.82,88,40,2.3,scattered clouds
549,Chikmagalur,IN,13.3167,75.7833,70.59,77,78,7.99,broken clouds
550,Poli,TZ,-3.3333,36.8,60.48,89,77,2.73,broken clouds
551,Faya,SA,18.3851,42.4509,52.32,64,6,1.74,clear sky
552,Jinka,ET,5.65,36.65,61.88,81,66,2.59,light rain
553,Cabedelo,BR,-6.9811,-34.8339,77.25,83,10,9.48,clear sky
554,Buala,SB,-8.145,159.5921,85.44,62,62,2.75,broken clouds
555,Sydney,AU,-33.8679,151.2073,83.26,35,0,34.52,clear sky
556,Hidrolandia,BR,-4.4081,-40.4378,79.09,71,22,6.26,few clouds
557,Superior,US,46.7208,-92.1041,26.96,81,100,5.75,overcast clouds
558,Slave Lake,CA,55.2834,-114.769,31.71,84,34,8.32,scattered clouds
559,Coahuayana,MX,18.7333,-103.6833,74.7,95,57,2.93,broken clouds
560,Iranshahr,IR,27.2025,60.6848,66.36,43,0,2.42,clear sky
561,Anito,PH,12.4497,125.2886,82.83,84,34,9.4,scattered clouds
562,Flin Flon,CA,54.7682,-101.865,6.85,97,12,4.52,few clouds
563,Kudahuvadhoo,MV,2.6708,72.8944,79.72,81,100,12.24,overcast clouds
564,Nushki,PK,29.5542,66.0215,56.64,66,23,1.7,few clouds
565,Udachnyy,RU,66.4167,112.4,-22.56,67,100,4.5,overcast clouds
566,Nago,JP,26.5881,127.9761,77.45,76,100,12.01,overcast clouds
567,Kirakira,SB,-10.4544,161.9205,84.4,66,89,6.24,overcast clouds
568,Leh,IN,34.1667,77.5833,27.05,89,99,6.33,light snow
569,Yeppoon,AU,-23.1333,150.7333,91.18,62,100,15.39,overcast clouds
570,Havelock,US,34.8791,-76.9013,49.96,76,0,9.22,clear sky
571,Pangody,RU,65.85,74.4859,-7.24,85,100,11.14,overcast clouds
572,Mindelo,CV,16.8901,-24.9804,74.14,74,76,16.69,broken clouds
573,Kuusamo,FI,65.9667,29.1833,28.44,100,100,6.91,overcast clouds
574,Bosaso,SO,11.2842,49.1816,77.68,63,2,1.57,clear sky
575,Novikovo,RU,51.1537,37.8879,40.35,58,76,17.05,broken clouds
576,Lahaina,US,20.8783,-156.6825,78.8,83,2,14.25,clear sky
577,Huarmey,PE,-10.0681,-78.1522,63.64,86,39,7.52,scattered clouds
578,Emerald,AU,-23.5333,148.1667,93.34,39,20,6.93,few clouds
579,Lloydminster,CA,53.2835,-110.0016,13.68,96,77,5.28,broken clouds
580,Khovu-Aksy,RU,51.1333,93.6,23.63,77,100,3.27,overcast clouds
581,Ketchikan,US,55.3422,-131.6461,43.02,96,100,3.2,overcast clouds
582,Krasnoselkup,RU,65.7,82.4667,-13.05,84,14,10.18,few clouds
583,Viedma,AR,-40.8135,-62.9967,55.74,78,100,7.43,overcast clouds
584,Martil,MA,35.6166,-5.2752,63.25,63,88,6.8,overcast clouds
585,Hasaki,JP,35.7333,140.8333,61.2,56,97,20.92,overcast clouds
586,Melo,UY,-32.3667,-54.1833,64.36,97,100,4.99,overcast clouds
587,Pasighat,IN,28.0667,95.3333,76.6,43,5,3.04,clear sky
588,Rhondda,GB,51.659,-3.4489,53.76,92,100,4.5,overcast clouds
589,Sola,VU,-13.8833,167.55,81.68,70,7,3.09,clear sky
590,Walla Walla,US,46.0646,-118.343,34.03,89,75,6.91,broken clouds
591,Umm Lajj,SA,25.0213,37.2685,77.54,54,0,5.5,clear sky
592,Yomou,GN,7.5603,-9.2653,69.89,98,93,1.72,light rain
593,Haimen,CN,23.1935,116.6142,75.33,69,3,18.3,clear sky
594,Bondoukou,CI,8.0333,-2.8,71.04,93,76,2.64,light rain
595,Novogornyy,RU,55.63,60.7919,29.86,97,100,16.51,snow
596,Penzance,GB,50.1186,-5.5371,56.08,94,100,13.82,overcast clouds
597,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,66.4,73,24,6.04,few clouds
598,Tilichiki,RU,60.4667,166.1,21.4,94,100,7.45,snow
599,Borogontsy,RU,62.6683,131.1683,-11.04,96,100,2.39,overcast clouds
600,Ixtapa,MX,20.7,-105.2,75.22,83,20,0.0,few clouds
601,Bilma,NE,18.6853,12.9164,63.73,27,0,8.79,clear sky
602,High Level,CA,58.5169,-117.136,28.2,86,3,6.2,clear sky
603,Zhanaozen,KZ,43.3,52.8,47.26,76,100,23.47,overcast clouds
604,Dagana,MR,16.5165,-15.5068,78.62,15,70,8.68,broken clouds
605,Baiao,BR,-2.7906,-49.6717,73.47,98,38,2.01,scattered clouds
606,Fukue,JP,32.6881,128.8419,62.85,64,88,7.38,overcast clouds
607,Puri,IN,19.8,85.85,75.72,50,0,9.62,clear sky
608,Bandarbeyla,SO,9.4942,50.8122,78.17,70,39,13.35,scattered clouds
609,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,51,0,14.97,clear sky
610,Marzuq,YE,14.4,46.4667,66.7,35,0,1.72,clear sky
611,Pangnirtung,CA,66.1451,-65.7125,7.38,87,74,6.13,broken clouds
612,Shache,CN,38.4167,77.2406,42.3,31,100,1.9,overcast clouds
613,Wanning,CN,18.8003,110.3967,82.54,75,44,9.31,scattered clouds
614,Sabla,NG,12.7525,4.7077,71.46,24,9,10.47,clear sky
615,Falam,MM,22.9167,93.6833,69.19,49,10,2.8,clear sky
616,Guane,CU,22.2025,-84.0875,71.19,90,0,5.28,clear sky
617,Goderich,CA,43.7501,-81.7165,35.91,59,100,16.89,overcast clouds
618,Sur,OM,22.5667,59.5289,83.07,45,0,3.96,clear sky
619,Prata,BR,-19.3072,-48.9242,72.25,83,100,4.25,overcast clouds
620,Shitanjing,CN,39.2342,106.3439,42.75,21,8,10.85,clear sky
621,Le Vauclin,MQ,14.5452,-60.8388,77.05,88,75,16.11,broken clouds
622,Chernyy Yar,RU,48.0624,46.1091,42.01,62,42,22.73,scattered clouds
623,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,54,0,2.24,clear sky
624,Ayr,GB,55.4627,-4.6339,51.78,87,40,11.5,scattered clouds
625,Axim,GH,4.8699,-2.2405,76.39,89,21,2.86,few clouds
626,Chipata,ZM,-13.6333,32.65,71.44,56,89,2.59,overcast clouds
627,Hambantota,LK,6.1241,81.1185,81.46,73,98,1.07,light rain
628,Mahanoro,MG,-19.9,48.8,77.13,71,35,5.39,light rain
629,Maumere,ID,-8.6199,122.2111,85.59,70,100,0.54,overcast clouds
630,Sulina,RO,45.1559,29.6536,46.65,90,3,8.28,clear sky
631,Aspindza,GE,41.5739,43.2483,38.26,84,82,3.06,broken clouds
632,Sabaudia,IT,41.3003,13.0282,57.88,83,100,9.6,overcast clouds
633,Teguldet,RU,57.3064,88.1667,32.58,98,100,7.65,snow
634,Kaeo,NZ,-35.1,173.7833,71.33,66,17,5.35,few clouds
635,Egvekinot,RU,66.3167,-179.1667,-3.59,88,63,1.68,broken clouds
636,Caxito,AO,-8.5785,13.6643,69.53,85,92,3.49,overcast clouds
637,Kamen-Rybolov,RU,44.7481,132.0403,32.81,40,95,4.5,overcast clouds
638,Murdochville,CA,48.9583,-65.5006,29.05,98,100,6.2,snow
639,Mansa,IN,29.9833,75.3833,74.19,24,85,8.9,overcast clouds
640,Stykkisholmur,IS,65.0757,-22.7297,44.02,90,100,9.98,overcast clouds
641,Nizhniy Odes,RU,63.6445,54.856,12.58,94,100,8.52,light snow
642,Gusinoye Ozero,RU,51.1144,106.2614,20.86,71,46,4.21,scattered clouds
643,Ust-Nera,RU,64.5667,143.2,-7.82,96,100,2.71,overcast clouds
644,Ahipara,NZ,-35.1667,173.1667,65.73,66,0,10.42,clear sky
645,Saint-Francois,FR,46.4154,3.9054,38.64,93,100,1.14,fog
646,Emba,KZ,48.8264,58.1442,36.93,95,100,24.0,overcast clouds
647,Hirado,JP,33.3597,129.5531,64.38,57,84,14.03,broken clouds
648,Corn Island,NI,12.1694,-83.0418,82.65,78,99,19.8,overcast clouds
649,Ingham,US,42.6,-84.3833,33.75,74,100,5.75,overcast clouds
650,Mansehra,PK,34.3333,73.2,47.75,84,100,4.45,overcast clouds
651,Moctezuma,MX,29.8,-109.6667,56.98,69,0,5.48,clear sky
652,Waingapu,ID,-9.6567,120.2641,85.91,70,88,9.44,overcast clouds
653,Cacheu,GW,12.2706,-16.1658,71.69,75,91,3.6,overcast clouds
654,Tessalit,ML,20.1986,1.0114,70.83,19,76,11.3,broken clouds
655,Alcudia,ES,39.8532,3.1214,59.38,78,27,6.49,scattered clouds
656,Beeville,US,28.4008,-97.7483,57.29,62,100,8.05,overcast clouds
657,Pozo Colorado,PY,-23.4923,-58.7972,68.63,96,7,4.61,clear sky
658,Yafran,LY,32.0633,12.5286,54.0,53,1,3.62,clear sky
659,Takaka,NZ,-40.85,172.8,64.87,65,46,2.77,scattered clouds
660,Asau,RO,46.4333,26.4,42.28,78,10,1.83,clear sky
661,Iskateley,RU,67.6803,53.1512,19.26,90,100,18.95,overcast clouds
662,Rincon,US,32.296,-81.2354,50.85,75,0,10.36,clear sky
663,Mashhad,IR,36.297,59.6062,37.54,81,0,0.0,clear sky
664,Soyo,AO,-6.1349,12.3689,75.11,81,98,6.17,overcast clouds
665,Arawa,PG,-6.2132,155.5367,85.77,65,88,4.7,overcast clouds
666,San Ramon,US,37.7799,-121.978,52.02,73,0,3.44,clear sky
667,Santa Ana Arriba,DO,19.3,-70.35,72.45,95,96,0.65,light rain
668,Flinders,AU,-34.5833,150.8552,79.18,49,13,14.0,few clouds
669,Nantucket,US,41.2835,-70.0995,45.14,66,4,29.86,clear sky
670,Korop,UA,51.5664,32.9586,34.88,93,26,6.91,scattered clouds
671,Yar-Sale,RU,66.8333,70.8333,0.54,89,100,9.42,overcast clouds
672,Cam Ranh,VN,11.9214,109.1591,87.76,70,20,14.97,few clouds
